snapshot_date,source_file,coverage_group,issue,sitemap,url,last_crawled,host,path,final_url,final_host,final_path,classification,locale,redirect_applied,redirect_notes
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/fr/products/ft510-a/,2026-03-15,www.portable-fire-pumps.com,/fr/products/ft510-a/,https://www.portable-fire-pumps.com/fr/products/ft510-a/,www.portable-fire-pumps.com,/fr/products/ft510-a/,localized_current_style,fr,false,
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/fr/products/p572s-a/,2026-03-15,www.portable-fire-pumps.com,/fr/products/p572s-a/,https://www.portable-fire-pumps.com/fr/products/p572s-a/,www.portable-fire-pumps.com,/fr/products/p572s-a/,localized_current_style,fr,false,
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/fr/products/tf516mh-ab/,2026-03-24,www.portable-fire-pumps.com,/fr/products/tf516mh-ab/,https://www.portable-fire-pumps.com/fr/products/tf516mh-ab/,www.portable-fire-pumps.com,/fr/products/tf516mh-ab/,localized_current_style,fr,false,
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/fr/products/water-cooled/,2026-03-17,www.portable-fire-pumps.com,/fr/products/water-cooled/,https://www.portable-fire-pumps.com/fr/products/water-cooled/,www.portable-fire-pumps.com,/fr/products/water-cooled/,localized_current_style,fr,false,
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/fr/resources/,2026-03-24,www.portable-fire-pumps.com,/fr/resources/,https://www.portable-fire-pumps.com/fr/resources/,www.portable-fire-pumps.com,/fr/resources/,localized_current_style,fr,false,
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/ft300,2025-12-30,www.portable-fire-pumps.com,/ft300,https://www.portable-fire-pumps.com/en/products/ft300-400-a/,www.portable-fire-pumps.com,/en/products/ft300-400-a/,legacy_or_nonlocalized_path,en,true,path_redirect:/ft300->/en/products/ft300-400-a/
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/ft450,2026-02-08,www.portable-fire-pumps.com,/ft450,https://www.portable-fire-pumps.com/en/products/ft300-400-a/,www.portable-fire-pumps.com,/en/products/ft300-400-a/,legacy_or_nonlocalized_path,en,true,path_redirect:/ft450->/en/products/ft300-400-a/
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/ft500,2026-01-16,www.portable-fire-pumps.com,/ft500,https://www.portable-fire-pumps.com/en/products/ff500ar-a/,www.portable-fire-pumps.com,/en/products/ff500ar-a/,legacy_or_nonlocalized_path,en,true,path_redirect:/ft500->/en/products/ff500ar-a/
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/news,2026-01-19,www.portable-fire-pumps.com,/news,https://www.portable-fire-pumps.com/en/resources/,www.portable-fire-pumps.com,/en/resources/,legacy_or_nonlocalized_path,en,true,path_redirect:/news->/en/resources/
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/p572,2026-01-24,www.portable-fire-pumps.com,/p572,https://www.portable-fire-pumps.com/en/products/p572s-a/,www.portable-fire-pumps.com,/en/products/p572s-a/,legacy_or_nonlocalized_path,en,true,path_redirect:/p572->/en/products/p572s-a/
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/product-features,2026-01-06,www.portable-fire-pumps.com,/product-features,https://www.portable-fire-pumps.com/en/features/,www.portable-fire-pumps.com,/en/features/,legacy_or_nonlocalized_path,en,true,path_redirect:/product-features->/en/features/
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/products,2026-02-23,www.portable-fire-pumps.com,/products,https://www.portable-fire-pumps.com/en/products/,www.portable-fire-pumps.com,/en/products/,legacy_or_nonlocalized_path,en,true,path_redirect:/products->/en/products/
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/water-cooled,2026-02-21,www.portable-fire-pumps.com,/water-cooled,https://www.portable-fire-pumps.com/en/products/water-cooled/,www.portable-fire-pumps.com,/en/products/water-cooled/,legacy_or_nonlocalized_path,en,true,path_redirect:/water-cooled->/en/products/water-cooled/
2026-03-26,portable-fire-pumps.com-Coverage-Valid-2026-03-26.zip,Valid,Valid,All known pages,https://www.portable-fire-pumps.com/複製-emergency-water-purification-sy,2026-01-30,www.portable-fire-pumps.com,/%E8%A4%87%E8%A3%BD-emergency-water-purification-sy,https://www.portable-fire-pumps.com/%E8%A4%87%E8%A3%BD-emergency-water-purification-sy,www.portable-fire-pumps.com,/%E8%A4%87%E8%A3%BD-emergency-water-purification-sy,legacy_or_nonlocalized_path,,false,
