"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.portable-fire-pumps.com/en/products//p572s-a","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","2","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.703","","https://www.portable-fire-pumps.com/en/products/p572s-a/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/en/products//p572s-a","2026-03-24 13:26:34"
"https://www.portable-fire-pumps.com/en/products//ft300-400-a","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","2","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.472","","https://www.portable-fire-pumps.com/en/products/ft300-400-a/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/en/products//ft300-400-a","2026-03-24 13:26:34"
"https://www.portable-fire-pumps.com/en/products//fk500-a","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","2","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.739","","https://www.portable-fire-pumps.com/en/products/fk500-a/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/en/products//fk500-a","2026-03-24 13:26:34"
"https://www.portable-fire-pumps.com/en/distributors/","text/html; charset=UTF-8","200","OK","Indexable","","Distributors | Portable Fire Pumps","34","302","Find verified distributor partners for Shibaura portable fire pumps with regional contact information.","102","617","","0","Distributors","12","Trusted Distributor Network","27","Seeking new distributors","24","index, follow","","","https://www.portable-fire-pumps.com/en/distributors/","","","","","","45169","9695","9695","3.714","","229","55","4.164","32.670","Hard","5.340","2","2","","60","18","0","52.940","40","12","0","6","6","0","","","","","e0880a3a93e6d2040b485f26d4b1f0e3","0.683","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/distributors/","2026-03-24 13:26:34"
"https://www.portable-fire-pumps.com/en/about-us/","text/html; charset=UTF-8","200","OK","Indexable","","About Us | Portable Fire Pumps","30","279","Learn about Kojex International and its role as exclusive North American distributor for Shibaura portable fire pumps.","118","721","","0","Kojex International","19","About Kojex International","25","About Shibaura Rabbit Fire Pump","31","index, follow","","","https://www.portable-fire-pumps.com/en/about-us/","","","","","","33427","8092","8092","3.100","","280","38","7.368","46.170","Hard","7.544","2","2","","54","18","0","52.940","40","12","0","4","4","0","","","","","ecf78a34b0d7cd1386108f8e2313dc0e","0.630","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/about-us/","2026-03-24 13:26:34"
"https://www.portable-fire-pumps.com/en/products/","text/html; charset=UTF-8","200","OK","Indexable","","Products | Portable Fire Pumps","30","278","Browse Shibaura portable fire pumps engineered for wildfire response, municipal support, and emergency water transfer.","118","745","","0","Portable Fire Pumps","19","FT510-A","7","FT300 / 400-A","13","index, follow","","","https://www.portable-fire-pumps.com/en/products/","","","","","","156795","16115","16115","6.173","","760","240","3.167","53.122","Fairly Hard","3.924","2","2","","42","18","0","52.940","60","18","0","4","4","0","","","","","50910dff3ad8e98bc2e4485618979e7a","0.593","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/","2026-03-24 13:26:35"
"https://www.portable-fire-pumps.com/en/use-cases/","text/html; charset=UTF-8","200","OK","Indexable","","Portable Fire Pump Use Cases | Portable Fire Pumps","50","470","Explore portable fire pump use cases for remote firefighting, wildfire response, limited-hydrant operations, and long-distance water delivery.","142","857","","0","Portable Fire Pump Use Scenarios","32","Remote and off-grid firefighting","32","Air-cooled pumps are often the best starting point","50","index, follow","","","https://www.portable-fire-pumps.com/en/use-cases/","","","","","","50430","10485","10485","4.017","","474","70","6.771","41.292","Hard","7.873","2","2","","79","18","0","52.940","49","15","0","4","4","0","","","","","518d8debdc4b6ace7090f0c416532c8e","0.641","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/use-cases/","2026-03-24 13:26:35"
"https://www.portable-fire-pumps.com/fr/","text/html; charset=UTF-8","200","OK","Indexable","","Portable Fire Pumps | Shibaura par Kojex","40","366","Distributeur exclusif en Amérique du Nord des pompes à incendie portatives Shibaura avec ressources techniques et accompagnement.","129","833","","0","Pompes incendie portatives haute performance","44","Pompes incendie portatives de confiance","39","Pompes incendie portatives","26","index, follow","","","https://www.portable-fire-pumps.com/fr/","","","","","","51037","10344","10344","3.963","","284","47","6.043","44.609","Hard","5.671","2","1","","121","18","0","52.940","56","18","0","4","4","0","","","","","3cd41a8093817ce0223a0816a300a52e","0.351","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/","2026-03-24 13:26:35"
"https://www.portable-fire-pumps.com/fr/products/","text/html; charset=UTF-8","200","OK","Indexable","","Produits | Portable Fire Pumps","30","273","Consultez la gamme de pompes à incendie portatives Shibaura pour la lutte contre les feux de forêt et les interventions d’urgence.","130","795","","0","Pompes incendie portatives","26","FT510-A","7","FT300 / 400-A","13","index, follow","","","https://www.portable-fire-pumps.com/fr/products/","","","","","","157573","16374","16374","6.273","","934","209","4.469","90.073","Very Easy","4.088","3","2","","42","18","0","52.940","60","18","0","4","4","0","","","","","151d84a2c97060932b0dd10e9e763f86","0.460","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/","2026-03-24 13:26:35"
"https://www.portable-fire-pumps.com/fr/products//ft510-a","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","3","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.458","","https://www.portable-fire-pumps.com/fr/products/ft510-a/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products//ft510-a","2026-03-24 13:26:36"
"https://www.portable-fire-pumps.com/fr/products//p572s-a","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","3","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.601","","https://www.portable-fire-pumps.com/fr/products/p572s-a/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products//p572s-a","2026-03-24 13:26:36"
"https://www.portable-fire-pumps.com/fr/products//tf516mh-ab","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","3","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.604","","https://www.portable-fire-pumps.com/fr/products/tf516mh-ab/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products//tf516mh-ab","2026-03-24 13:26:36"
"https://www.portable-fire-pumps.com/fr/products//ft300-400-a","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","3","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.661","","https://www.portable-fire-pumps.com/fr/products/ft300-400-a/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products//ft300-400-a","2026-03-24 13:26:36"
"https://www.portable-fire-pumps.com/fr/products//ff500ar-a","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","3","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.615","","https://www.portable-fire-pumps.com/fr/products/ff500ar-a/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products//ff500ar-a","2026-03-24 13:26:36"
"https://www.portable-fire-pumps.com/fr/products//fk500-a","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98","98","98","0.038","","0","","","","","0.000","3","2","","1","1","0","2.940","0","0","0","0","0","0","","","","","","0.639","","https://www.portable-fire-pumps.com/fr/products/fk500-a/","HTTP Redirect","","","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products//fk500-a","2026-03-24 13:26:36"
"https://www.portable-fire-pumps.com/fr/about-us/","text/html; charset=UTF-8","200","OK","Indexable","","À propos | Portable Fire Pumps","30","277","Découvrez Kojex International et son rôle de distributeur exclusif nord-américain des pompes à incendie portatives Shibaura.","124","764","","0","Kojex International","19","À propos de Kojex International","31","À propos des pompes incendie Shibaura Rabbit","44","index, follow","","","https://www.portable-fire-pumps.com/fr/about-us/","","","","","","33775","8235","8235","3.155","","260","35","7.429","50.920","Fairly Hard","7.779","3","2","","54","18","0","52.940","40","12","0","4","4","0","","","","","8688bb57d32561d8afbd66b2b24ba9b9","0.576","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/about-us/","2026-03-24 13:26:37"
"https://www.portable-fire-pumps.com/fr/use-cases/","text/html; charset=UTF-8","200","OK","Indexable","","Cas d’usage des pompes à incendie portatives | Portable Fire Pumps","66","611","Découvrez les cas d’usage des pompes à incendie portatives pour les interventions éloignées, les feux de forêt, les zones peu équipées en hydrants et l’acheminement d’eau sur longue distance.","191","1177","","0","Pompes à incendie portatives Scénarios d’intervention","53","Interventions éloignées et hors réseau","38","Les pompes refroidies à l’air sont souvent le meilleur point de départ","70","index, follow","","","https://www.portable-fire-pumps.com/fr/use-cases/","","","","","","52089","10872","10872","4.165","","607","76","7.987","56.846","Fairly Hard","9.395","3","2","","79","18","0","52.940","49","15","0","4","4","0","","","","","345244d1b9e7c3fe20741971ec16c12b","0.770","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/use-cases/","2026-03-24 13:26:37"
"https://www.portable-fire-pumps.com/fr/distributors/","text/html; charset=UTF-8","200","OK","Indexable","","Distributeurs | Portable Fire Pumps","35","313","Trouvez des partenaires distributeurs vérifiés des pompes à incendie portatives Shibaura avec leurs coordonnées régionales.","123","766","","0","Distributeurs","13","Réseau de distributeurs de confiance","36","Développement de notre réseau de distribution","45","index, follow","","","https://www.portable-fire-pumps.com/fr/distributors/","","","","","","46217","10071","10071","3.858","","304","60","5.067","44.180","Hard","6.793","3","2","","60","18","0","52.940","40","12","0","6","6","0","","","","","8804e505d6683c8d2dbc0d1b5cb40ea0","0.768","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/distributors/","2026-03-24 13:26:37"
"https://www.portable-fire-pumps.com/fr/products/water-cooled/","text/html; charset=UTF-8","200","OK","Indexable","","Pompes refroidies à l’eau | Portable Fire Pumps","47","425","Découvrez les pompes à incendie portatives Shibaura refroidies à l’eau, conçues pour des opérations soutenues à haut débit.","123","766","","0","Conçues pour les opérations soutenues","37","P572S-A","7","FK500-A","7","index, follow","","","https://www.portable-fire-pumps.com/fr/products/water-cooled/","","","","","","97147","13353","13353","5.115","","544","113","4.814","82.980","Easy","4.261","3","3","","31","18","0","52.940","49","15","0","4","4","0","","","","","38dfba9a03449cc81a8bcb2646ce9d70","0.586","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/water-cooled/","2026-03-24 13:26:38"
"https://www.portable-fire-pumps.com/en/products/ft300-400-a/","text/html; charset=UTF-8","200","OK","Indexable","","FT300 / 400-A Portable Fire Pump | Shibaura | Kojex","51","463","Compact and light weight. Lightweight portable fire pump designed for fast setup and reliable output.","101","626","","0","FT300 / 400-A","13","FT300-A Pump Operation","22","Technical Specifications","24","index, follow","","","https://www.portable-fire-pumps.com/en/products/ft300-400-a/","","","","","","68685","12633","12633","4.839","","476","180","2.644","100.000","Very Easy","4.974","3","3","","15","10","0","29.410","45","17","0","4","4","0","","","","","b8fb6b382f8090cb7765c617f98db161","0.648","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/ft300-400-a/","2026-03-24 13:26:39"
"https://www.portable-fire-pumps.com/en/products/tf516mh-ab/","text/html; charset=UTF-8","200","OK","Indexable","","TF516MH-AB Portable Fire Pump | Shibaura | Kojex","48","455","The smallest pump in its class, offering superior mobility. Smallest-in-class pump for rapid deployment and easy vehicle mounting.","130","798","","0","TF516MH-AB","10","TF516MH-AB Pump Operation","25","Technical Specifications","24","index, follow","","","https://www.portable-fire-pumps.com/en/products/tf516mh-ab/","","","","","","64599","12296","12296","4.710","","407","155","2.626","100.000","Very Easy","4.720","3","3","","15","10","0","29.410","45","17","0","4","4","0","","","","","a30259625e2cada857a3f1561a26a293","0.986","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/tf516mh-ab/","2026-03-24 13:26:39"
"https://www.portable-fire-pumps.com/fr/contact-us/","text/html; charset=UTF-8","200","OK","Indexable","","Contact | Portable Fire Pumps","29","268","Contactez Kojex International pour les soumissions, les demandes distributeur et le soutien technique.","102","628","","0","Nous joindre","12","Coordonnées","11","Informations de l'organisation","30","index, follow","","","https://www.portable-fire-pumps.com/fr/contact-us/","","","","","","75181","14991","14991","5.743","","232","66","3.515","71.627","Fairly Easy","3.589","3","2","","40","18","0","52.940","38","12","0","4","4","0","","","","","191fb926872a462281bbfc8edf87f50f","0.826","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/contact-us/","2026-03-24 13:26:40"
"https://www.portable-fire-pumps.com/fr/products/air-cooled/","text/html; charset=UTF-8","200","OK","Indexable","","Pompes refroidies à l’air | Portable Fire Pumps","47","415","Découvrez les pompes à incendie portatives Shibaura refroidies à l’air, légères et conçues pour un déploiement rapide.","118","721","","0","Conçues pour les prises d’eau variables","39","FT510-A","7","FT300 / 400-A","13","index, follow","","","https://www.portable-fire-pumps.com/fr/products/air-cooled/","","","","","","94984","13212","13212","5.061","","484","107","4.523","95.270","Very Easy","3.879","3","3","","27","18","0","52.940","49","15","0","4","4","0","","","","","2c5239b0f6dafb26855ee4526937daf1","1.015","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/products/air-cooled/","2026-03-24 13:26:40"
"https://www.portable-fire-pumps.com/fr/features/","text/html; charset=UTF-8","200","OK","Indexable","","Caractéristiques | Portable Fire Pumps","38","345","Découvrez le système Auto Relay et les principales caractéristiques techniques des pompes à incendie portatives Shibaura.","121","754","","0","Caractéristiques des pompes incendie portables","46","Acheminement d’eau sur longue distance","38","Système auto-relais","19","index, follow","","","https://www.portable-fire-pumps.com/fr/features/","","","","","","53394","11356","11356","4.350","","759","102","7.441","50.480","Fairly Hard","11.327","3","2","","90","18","0","52.940","42","12","0","4","4","0","","","","","390d386391063367ce95963b7e148d30","0.674","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/features/","2026-03-24 13:26:41"
"https://www.portable-fire-pumps.com/en/products/fk500-a/","text/html; charset=UTF-8","200","OK","Indexable","","FK500-A Portable Fire Pump | Shibaura | Kojex","45","413","Durable, well-balanced performance. Balanced, durable pump engineered for long service life in harsh conditions.","112","693","","0","FK500-A","7","FK500-A Pump Operation","22","Technical Specifications","24","index, follow","","","https://www.portable-fire-pumps.com/en/products/fk500-a/","","","","","","68335","12681","12681","4.858","","456","170","2.682","100.000","Very Easy","4.887","3","3","","10","5","0","14.710","45","17","0","4","4","0","","","","","5b1d46e3e8a4a783b723eae3d47fbe57","0.538","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/fk500-a/","2026-03-24 13:26:42"
"https://www.portable-fire-pumps.com/en/products/p572s-a/","text/html; charset=UTF-8","200","OK","Indexable","","P572S-A Portable Fire Pump | Shibaura | Kojex","45","414","Highest discharge performance of our lineup. High-output fire pump built for demanding operations and rapid priming.","116","729","","0","P572S-A","7","P572S-A Pump Operation","22","Technical Specifications","24","index, follow","","","https://www.portable-fire-pumps.com/en/products/p572s-a/","","","","","","67860","12797","12797","4.902","","469","168","2.792","98.838","Very Easy","5.043","3","3","","13","8","0","23.530","45","17","0","4","4","0","","","","","cdee4cc01141e8c5a3ee8d8156420311","0.529","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/p572s-a/","2026-03-24 13:26:42"
"https://www.portable-fire-pumps.com/fr/resources/","text/html; charset=UTF-8","200","OK","Indexable","","Ressources | Portable Fire Pumps","32","301","Accédez aux catalogues Shibaura, aux manuels d’utilisation, aux listes de pièces et aux consignes d’entreposage.","112","696","","0","Documentation et listes de pièces","33","Parcourir les ressources disponibles","36","Catalogues de produits","22","index, follow","","","https://www.portable-fire-pumps.com/fr/resources/","","","","","","106284","13916","13916","5.331","","503","139","3.619","74.496","Fairly Easy","3.874","3","2","","126","18","0","52.940","68","27","0","4","4","0","","","","","21ea9efcb900c1b4209f9c5a1fe09d62","0.398","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/resources/","2026-03-24 13:26:43"
"https://www.portable-fire-pumps.com/fr/long-distance-relay-pumping/","text/html; charset=UTF-8","200","OK","Indexable","","Relais d’eau sur longue distance | Portable Fire Pumps","54","484","Découvrez comment le pompage en relais soutient l’acheminement d’eau sur longue distance et quelles pompes conviennent aux opérations soutenues.","144","933","","0","Relais d’eau sur longue distance","32","Quand le pompage en relais s’impose","35","Modèles à examiner pour le pompage en relais","44","index, follow","","","https://www.portable-fire-pumps.com/fr/long-distance-relay-pumping/","","","","","","42884","9306","9306","3.565","","278","42","6.619","57.392","Fairly Hard","6.323","3","2","","29","18","0","52.940","43","15","0","4","4","0","","","","","216f2f4f051f79922a857dba831dda3b","0.890","","","","","fr","1.1","","","","","","https://www.portable-fire-pumps.com/fr/long-distance-relay-pumping/","2026-03-24 13:26:42"
"https://www.portable-fire-pumps.com/en/products/ft510-a/","text/html; charset=UTF-8","200","OK","Indexable","","FT510-A Portable Fire Pump | Shibaura | Kojex","45","412","Strong power with Shibaura's original air-cooled engine. Big-bore air-cooled performance with fast starting and quick valve control for demanding field use.","156","952","","0","FT510-A","7","FT510-A Pump Operation","22","Technical Specifications","24","index, follow","","","https://www.portable-fire-pumps.com/en/products/ft510-a/","","","","","","67572","12589","12589","4.823","","470","167","2.814","98.498","Very Easy","5.069","3","3","","15","10","0","29.410","45","17","0","4","4","0","","","","","1f87dc9ead0d57af942a092200f0ca4","0.519","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/ft510-a/","2026-03-24 13:26:47"
"https://www.portable-fire-pumps.com/en/products/ff500ar-a/","text/html; charset=UTF-8","200","OK","Indexable","","FF500AR-A Portable Fire Pump | Shibaura | Kojex","47","436","Auto Relay for long-distance water delivery. Auto-relay pump for long-distance water delivery and efficient operations.","119","725","","0","FF500AR-A","9","FF500-AR Pump Operation","23","Technical Specifications","24","index, follow","","","https://www.portable-fire-pumps.com/en/products/ff500ar-a/","","","","","","64818","12408","12408","4.753","","408","154","2.649","96.737","Very Easy","4.758","3","3","","10","5","0","14.710","45","17","0","4","4","0","","","","","e8b14ed7a715edb86a49cc3275db5646","0.368","","","","","en","1.1","","","","","","https://www.portable-fire-pumps.com/en/products/ff500ar-a/","2026-03-24 13:26:47"
